Employee_ID,Age,Gender,Region,Industry,Job_Role,Years_of_Experience
EMP1097,58,Male,Oceania,Finance,Software Engineer,20
EMP1098,60,Prefer not to say,Europe,Consulting,Designer,20
EMP1099,54,Non-binary,Asia,Manufacturing,HR,27
EMP1100,27,Female,Asia,Manufacturing,HR,16
EMP1101,60,Prefer not to say,Europe,Retail,Marketing,11
EMP1102,51,Female,Oceania,Manufacturing,Software Engineer,4
EMP1103,24,Female,Europe,Retail,Designer,4
EMP1104,27,Female,Asia,Education,Software Engineer,19
EMP1105,30,Non-binary,Oceania,Retail,Designer,20
EMP1106,53,Male,Africa,Healthcare,Sales,16
EMP1107,47,Male,Asia,Education,Data Scientist,19
EMP1108,31,Male,South America,Manufacturing,Designer,24
EMP1109,35,Male,Europe,Manufacturing,HR,4
EMP1110,26,Non-binary,North America,Education,Software Engineer,33
EMP1111,43,Female,Oceania,Finance,Data Scientist,10
EMP1112,46,Prefer not to say,Oceania,Consulting,Project Manager,35
EMP1113,32,Non-binary,Oceania,IT,Data Scientist,13
EMP1114,58,Female,South America,Healthcare,Designer,18
EMP1115,35,Male,Africa,Finance,Designer,19
EMP1116,48,Male,North America,IT,Data Scientist,18
EMP1117,42,Non-binary,Asia,Education,Data Scientist,19
EMP1118,36,Non-binary,Oceania,Healthcare,Sales,21
EMP1119,60,Male,North America,Education,Project Manager,33
EMP1120,24,Male,North America,Healthcare,Sales,21
EMP1121,35,Male,South America,Finance,Data Scientist,20
EMP1122,57,Female,North America,Consulting,Designer,12
EMP1123,54,Male,South America,Consulting,Marketing,22
EMP1124,52,Male,South America,Retail,Sales,20
EMP1125,51,Female,Africa,Education,Project Manager,28
EMP1126,33,Male,South America,Consulting,Marketing,21
EMP1127,53,Non-binary,South America,Healthcare,Data Scientist,11
EMP1128,39,Non-binary,Africa,Education,Sales,26
EMP1129,56,Non-binary,Africa,Healthcare,Designer,22
EMP1130,26,Prefer not to say,South America,Healthcare,Data Scientist,30
EMP1131,52,Prefer not to say,North America,IT,Marketing,28
EMP1132,47,Prefer not to say,Oceania,Retail,Designer,13
EMP1133,59,Female,Oceania,Retail,Designer,33
EMP1134,27,Non-binary,Europe,Education,HR,3
EMP1135,23,Female,Europe,Retail,Data Scientist,17
EMP1136,22,Prefer not to say,Europe,Consulting,Marketing,24
EMP1137,22,Non-binary,North America,Education,Sales,7
EMP1138,28,Female,Asia,Finance,Marketing,5
EMP1139,36,Prefer not to say,North America,Retail,Designer,22
EMP1140,52,Non-binary,Africa,IT,Marketing,1
EMP1141,57,Male,South America,Healthcare,Project Manager,35
EMP1142,59,Prefer not to say,North America,IT,Marketing,19
EMP1143,22,Prefer not to say,Europe,Consulting,HR,24
EMP1144,49,Female,Asia,Retail,Sales,26
EMP1145,42,Prefer not to say,Europe,Manufacturing,HR,2
EMP1146,35,Male,Africa,Retail,Designer,33
EMP1147,60,Non-binary,South America,Retail,Sales,30
EMP1148,22,Non-binary,Asia,Finance,Designer,31
EMP1149,30,Male,Africa,Consulting,Marketing,25
EMP1150,57,Male,Europe,Education,Software Engineer,6
EMP1151,50,Male,North America,Healthcare,Project Manager,10
EMP1152,26,Non-binary,Africa,Healthcare,HR,11
EMP1153,49,Non-binary,North America,Consulting,Marketing,7
EMP1154,48,Prefer not to say,Oceania,Consulting,Marketing,24
EMP1155,48,Prefer not to say,South America,Healthcare,Data Scientist,6
EMP1156,58,Male,Asia,IT,HR,10
EMP1157,59,Female,North America,Manufacturing,Sales,17
EMP1158,28,Non-binary,Oceania,Finance,Marketing,7
EMP1159,34,Prefer not to say,Asia,Retail,Data Scientist,18
EMP1160,42,Male,South America,IT,HR,30
EMP1161,34,Prefer not to say,South America,Retail,Sales,13
EMP1162,56,Male,Oceania,Retail,Designer,7
EMP1163,28,Male,North America,Healthcare,Software Engineer,15
EMP1164,53,Prefer not to say,South America,Consulting,HR,3
EMP1165,60,Non-binary,South America,Healthcare,Designer,28
EMP1166,31,Male,North America,Healthcare,Software Engineer,3
EMP1167,22,Male,North America,Retail,Project Manager,20
EMP1168,31,Non-binary,Asia,Manufacturing,Marketing,27
EMP1169,40,Female,Africa,Retail,HR,11
EMP1170,54,Prefer not to say,South America,IT,Data Scientist,14
EMP1171,35,Non-binary,Africa,Consulting,Sales,7
EMP1172,48,Non-binary,North America,Manufacturing,Project Manager,18
EMP1173,38,Female,Europe,Education,HR,28
EMP1174,56,Non-binary,South America,Finance,Designer,9
EMP1175,24,Non-binary,Oceania,Healthcare,Designer,15
EMP1176,30,Non-binary,Oceania,Finance,HR,31
EMP1177,28,Female,Asia,Healthcare,Software Engineer,25
EMP1178,27,Prefer not to say,Oceania,Retail,Data Scientist,24
EMP1179,23,Non-binary,Oceania,IT,Sales,35
EMP1180,48,Female,Europe,Retail,Sales,21
EMP1181,56,Non-binary,Asia,Healthcare,Marketing,23
EMP1182,38,Prefer not to say,North America,Finance,Marketing,22
EMP1183,57,Non-binary,Asia,IT,HR,10
EMP1184,23,Female,Africa,Finance,Project Manager,5
EMP1185,36,Non-binary,Europe,IT,Sales,21
EMP1186,52,Non-binary,North America,Education,HR,35
EMP1187,30,Female,Europe,Finance,Software Engineer,25
EMP1188,51,Prefer not to say,Oceania,IT,Software Engineer,19
EMP1189,39,Female,South America,Finance,Data Scientist,30
EMP1190,46,Prefer not to say,Africa,Finance,Sales,31
EMP1191,44,Female,Oceania,Finance,Data Scientist,33
EMP1192,22,Male,Asia,Consulting,Designer,33
EMP1193,38,Non-binary,Europe,IT,Marketing,18
EMP1194,26,Non-binary,Europe,Education,Software Engineer,23
EMP1195,48,Female,Asia,Retail,Designer,20
EMP1196,49,Prefer not to say,Asia,Retail,Project Manager,13
EMP1197,32,Male,Oceania,Manufacturing,Software Engineer,23
EMP1198,32,Prefer not to say,North America,Healthcare,Project Manager,34
EMP1199,57,Prefer not to say,Asia,Finance,Sales,4
EMP1200,35,Non-binary,South America,Education,Data Scientist,14
EMP1201,53,Male,South America,Consulting,Project Manager,21
EMP1202,41,Male,South America,Finance,Project Manager,3
EMP1203,46,Male,Europe,Retail,Software Engineer,27
EMP1204,30,Non-binary,Africa,Education,Project Manager,33
EMP1205,51,Non-binary,Europe,Healthcare,Project Manager,17
EMP1206,48,Prefer not to say,Asia,Consulting,Marketing,26
EMP1207,56,Male,Africa,Consulting,Marketing,27
EMP1208,60,Female,Africa,Finance,Sales,9
EMP1209,24,Female,Asia,IT,Designer,5
EMP1210,50,Prefer not to say,Oceania,IT,Sales,28
EMP1211,22,Female,North America,Education,HR,24
EMP1212,25,Prefer not to say,Europe,Manufacturing,HR,22
EMP1213,32,Prefer not to say,South America,Finance,Sales,14
EMP1214,42,Female,North America,Manufacturing,Marketing,25
EMP1215,39,Female,South America,Education,Project Manager,9
EMP1216,28,Male,South America,Manufacturing,Marketing,28
EMP1217,50,Male,North America,Education,Project Manager,11
EMP1218,45,Prefer not to say,Europe,Finance,Marketing,21
EMP1219,54,Female,Oceania,Consulting,Designer,15
EMP1220,57,Male,Oceania,Education,Software Engineer,21
EMP1221,33,Non-binary,South America,Retail,Marketing,4
EMP1222,30,Female,Africa,Finance,Designer,17
EMP1223,27,Female,Europe,Education,Sales,21
EMP1224,25,Prefer not to say,Africa,Retail,Project Manager,29
EMP1225,49,Prefer not to say,Africa,Manufacturing,Software Engineer,1
EMP1226,45,Female,Oceania,Retail,Designer,13
EMP1227,42,Male,South America,IT,Designer,22
EMP1228,33,Female,Oceania,Manufacturing,Data Scientist,26
EMP1229,46,Male,Oceania,Healthcare,HR,30
EMP1230,43,Prefer not to say,Europe,Retail,Project Manager,29
EMP1231,23,Male,Africa,Healthcare,HR,24
EMP1232,48,Non-binary,South America,Finance,Software Engineer,4
EMP1233,30,Prefer not to say,Africa,IT,Software Engineer,10
EMP1234,46,Non-binary,South America,Healthcare,Marketing,15
EMP1235,59,Prefer not to say,North America,Consulting,Data Scientist,4
EMP1236,36,Prefer not to say,South America,Consulting,Sales,22
EMP1237,51,Non-binary,North America,Manufacturing,Data Scientist,34
EMP1238,26,Non-binary,Europe,Retail,Designer,24
EMP1239,41,Prefer not to say,Europe,Finance,Data Scientist,29
EMP1240,29,Non-binary,South America,IT,Designer,1
EMP1241,53,Non-binary,Oceania,Retail,Designer,4
EMP1242,30,Female,North America,Finance,Data Scientist,2
EMP1243,48,Female,Oceania,Education,Data Scientist,32
EMP1244,31,Non-binary,South America,Retail,Data Scientist,27
EMP1245,44,Prefer not to say,Africa,Manufacturing,Software Engineer,9
EMP1246,42,Female,North America,IT,Designer,30
EMP1247,42,Non-binary,Oceania,Education,Software Engineer,10
EMP1248,52,Prefer not to say,North America,Finance,Marketing,26
EMP1249,49,Male,Africa,Healthcare,HR,24
EMP1250,28,Non-binary,Africa,Retail,HR,8
EMP1251,53,Female,South America,Finance,Designer,33
EMP1252,49,Male,South America,Healthcare,Marketing,26
EMP1253,23,Non-binary,Oceania,Retail,Software Engineer,23
EMP1254,23,Male,Europe,IT,Project Manager,7
EMP1255,46,Female,Asia,Consulting,Software Engineer,9
EMP1256,48,Prefer not to say,Oceania,Education,Marketing,14
EMP1257,48,Female,South America,Finance,Marketing,14
EMP1258,39,Female,Africa,Finance,Marketing,30
EMP1259,59,Non-binary,Europe,Manufacturing,Designer,34
EMP1260,25,Prefer not to say,Asia,Finance,Software Engineer,28
EMP1261,24,Non-binary,Asia,Finance,Sales,34
EMP1262,28,Female,South America,Consulting,HR,25
EMP1263,50,Male,South America,Manufacturing,HR,29
EMP1264,54,Prefer not to say,Asia,Retail,Software Engineer,20
EMP1265,33,Male,Asia,IT,Data Scientist,11
EMP1266,30,Prefer not to say,Asia,Finance,Data Scientist,31
EMP1267,40,Prefer not to say,North America,Healthcare,Data Scientist,23
EMP1268,27,Female,Europe,Consulting,Sales,29
EMP1269,50,Non-binary,North America,Finance,Sales,15
EMP1270,23,Prefer not to say,South America,Finance,Marketing,9
EMP1271,27,Male,Africa,Consulting,Project Manager,10
EMP1272,41,Male,Asia,Education,Project Manager,14
EMP1273,50,Prefer not to say,North America,IT,HR,10
EMP1274,32,Non-binary,Europe,Consulting,Project Manager,25
EMP1275,52,Female,North America,Healthcare,Software Engineer,14
EMP1276,51,Prefer not to say,North America,Retail,Designer,33
EMP1277,26,Male,Europe,Finance,Project Manager,13
EMP1278,59,Non-binary,South America,Finance,Project Manager,34
EMP1279,52,Female,Europe,Education,Sales,7
EMP1280,55,Non-binary,Europe,Healthcare,Software Engineer,28
EMP1281,36,Prefer not to say,North America,Finance,Data Scientist,9
EMP1282,32,Prefer not to say,Oceania,Education,Marketing,21
EMP1283,41,Prefer not to say,Oceania,Consulting,Software Engineer,32
EMP1284,29,Non-binary,North America,Education,Software Engineer,21
EMP1285,41,Male,Asia,Education,Project Manager,33
EMP1286,55,Female,Africa,Finance,Marketing,33
EMP1287,38,Female,Africa,IT,Marketing,2
EMP1288,59,Male,South America,Healthcare,Project Manager,8
EMP1289,32,Prefer not to say,Africa,Consulting,Project Manager,7
EMP1290,28,Prefer not to say,Europe,Healthcare,Marketing,16
EMP1291,25,Prefer not to say,North America,Healthcare,Data Scientist,14
EMP1292,45,Prefer not to say,South America,Retail,Designer,28
EMP1293,27,Non-binary,Europe,Consulting,HR,16
EMP1294,40,Male,Europe,Consulting,Data Scientist,1
EMP1295,25,Female,Oceania,Healthcare,Designer,10
EMP1296,30,Male,North America,IT,Designer,14
EMP1297,45,Male,Africa,Manufacturing,Sales,24
EMP1298,48,Prefer not to say,Africa,Retail,Data Scientist,14
EMP1299,57,Female,Europe,Consulting,Data Scientist,19
EMP1300,32,Prefer not to say,South America,Retail,Sales,2
EMP1301,31,Male,Oceania,Consulting,Data Scientist,27
EMP1302,56,Non-binary,Oceania,Retail,Project Manager,35
EMP1303,55,Non-binary,Asia,IT,Sales,35
EMP1304,56,Non-binary,Europe,Finance,Data Scientist,22
EMP1305,31,Non-binary,Africa,Healthcare,Designer,9
EMP1306,55,Female,Asia,Retail,Data Scientist,31
EMP1307,48,Prefer not to say,South America,Finance,Designer,34
EMP1308,50,Male,Oceania,IT,Designer,6
EMP1309,28,Non-binary,Oceania,Healthcare,Project Manager,2
EMP1310,60,Male,Oceania,Education,Marketing,8
EMP1311,47,Male,Asia,Finance,HR,17
EMP1312,23,Prefer not to say,North America,Healthcare,Designer,22
EMP1313,23,Male,Oceania,Finance,Marketing,19
EMP1314,35,Prefer not to say,North America,Finance,HR,12
EMP1315,53,Non-binary,Oceania,Healthcare,Marketing,8
EMP1316,49,Female,Oceania,Finance,Designer,7
EMP1317,43,Non-binary,South America,Manufacturing,Data Scientist,28
EMP1318,41,Male,Asia,Manufacturing,Sales,13
EMP1319,59,Non-binary,Africa,Finance,Marketing,13
EMP1320,52,Non-binary,South America,Education,Software Engineer,19
EMP1321,53,Male,North America,Consulting,Data Scientist,1
EMP1322,42,Prefer not to say,Africa,Consulting,Project Manager,3
EMP1323,24,Prefer not to say,Oceania,Healthcare,HR,6
EMP1324,37,Non-binary,North America,Manufacturing,Marketing,15
EMP1325,58,Non-binary,South America,IT,Data Scientist,15
EMP1326,33,Male,South America,Consulting,Marketing,34
EMP1327,24,Prefer not to say,Oceania,Retail,Marketing,22
EMP1328,46,Male,Oceania,Healthcare,Marketing,17
EMP1329,27,Female,North America,Retail,Software Engineer,23
EMP1330,35,Non-binary,Europe,IT,Marketing,21
EMP1331,24,Non-binary,Oceania,Education,Software Engineer,7
EMP1332,60,Female,Asia,Healthcare,Data Scientist,21
EMP1333,59,Non-binary,Oceania,Manufacturing,Data Scientist,7
EMP1334,23,Prefer not to say,South America,Healthcare,Project Manager,13
EMP1335,55,Male,North America,Finance,Designer,11
EMP1336,40,Female,Europe,Education,Project Manager,16
EMP1337,39,Non-binary,Asia,Consulting,Project Manager,17
EMP1338,51,Male,Africa,Healthcare,Designer,31
EMP1339,40,Male,Asia,Finance,Designer,26
EMP1340,34,Female,South America,Education,Project Manager,1
EMP1341,49,Non-binary,Africa,Finance,HR,17
EMP1342,24,Non-binary,Europe,IT,HR,30
EMP1343,48,Non-binary,Oceania,IT,Software Engineer,4
EMP1344,40,Non-binary,North America,IT,Project Manager,3
EMP1345,45,Prefer not to say,Africa,IT,Designer,10
EMP1346,30,Female,North America,Healthcare,Sales,16
EMP1347,25,Prefer not to say,Africa,IT,Software Engineer,35
EMP1348,57,Non-binary,Africa,Healthcare,Project Manager,8
EMP1349,53,Female,Oceania,Consulting,Marketing,12
EMP1350,56,Male,South America,Retail,HR,27
EMP1351,26,Prefer not to say,Oceania,Manufacturing,Software Engineer,2
EMP1352,58,Male,Asia,Consulting,HR,25
EMP1353,57,Non-binary,Europe,IT,Project Manager,32
EMP1354,44,Prefer not to say,Europe,Healthcare,Data Scientist,23
EMP1355,32,Male,Africa,Education,Data Scientist,23
EMP1356,42,Non-binary,Europe,Manufacturing,Software Engineer,20
EMP1357,43,Non-binary,Europe,Consulting,Software Engineer,25
EMP1358,58,Male,Europe,Manufacturing,Sales,33
EMP1359,27,Female,Africa,Retail,Project Manager,18
EMP1360,25,Female,Oceania,Finance,HR,13
EMP1361,30,Prefer not to say,North America,Manufacturing,HR,14
EMP1362,44,Female,Europe,Healthcare,Data Scientist,7
EMP1363,28,Non-binary,South America,Education,HR,21
EMP1364,36,Male,South America,IT,HR,6
EMP1365,35,Prefer not to say,North America,Retail,HR,20
EMP1366,29,Prefer not to say,Oceania,IT,Marketing,12
EMP1367,56,Male,Asia,Finance,Software Engineer,6
EMP1368,45,Male,Oceania,Healthcare,Data Scientist,17
EMP1369,47,Male,South America,Consulting,Marketing,7
EMP1370,41,Female,Asia,Finance,Sales,30
EMP1371,47,Prefer not to say,Asia,Consulting,Data Scientist,1
EMP1372,32,Male,Oceania,IT,Data Scientist,20
EMP1373,56,Non-binary,Asia,IT,Project Manager,33
EMP1374,60,Prefer not to say,South America,Education,Designer,29
EMP1375,42,Non-binary,South America,Manufacturing,Software Engineer,25
EMP1376,36,Non-binary,South America,Retail,Data Scientist,6
EMP1377,40,Non-binary,South America,Finance,Sales,9
EMP1378,32,Male,Africa,Education,Sales,13
EMP1379,32,Female,Africa,Retail,Project Manager,20
EMP1380,49,Non-binary,Africa,Retail,Sales,32
EMP1381,42,Non-binary,Asia,Healthcare,Designer,19
EMP1382,39,Prefer not to say,Africa,Healthcare,Marketing,10
EMP1383,29,Non-binary,North America,Finance,Designer,14
EMP1384,52,Non-binary,Oceania,Healthcare,HR,19
EMP1385,25,Prefer not to say,Europe,Manufacturing,HR,6
EMP1386,58,Male,Africa,Consulting,Sales,20
EMP1387,59,Prefer not to say,North America,IT,HR,23
EMP1388,60,Male,Africa,Education,Data Scientist,28
EMP1389,24,Male,Africa,IT,HR,9
EMP1390,49,Prefer not to say,Africa,Retail,Designer,21
EMP1391,25,Female,North America,Healthcare,Sales,2
EMP1392,56,Female,Asia,Education,Sales,1
EMP1393,34,Prefer not to say,North America,Education,Project Manager,11
EMP1394,43,Prefer not to say,Oceania,Finance,HR,26
EMP1395,56,Non-binary,North America,Manufacturing,Marketing,30
EMP1396,46,Male,North America,Finance,Data Scientist,7
EMP1397,35,Non-binary,South America,Education,Software Engineer,23
EMP1398,56,Male,Africa,IT,Sales,17
EMP1399,27,Male,North America,IT,Data Scientist,11
EMP1400,58,Prefer not to say,Oceania,IT,HR,24
EMP1401,26,Female,South America,Healthcare,Designer,10
EMP1402,31,Non-binary,South America,Consulting,Marketing,11
EMP1403,53,Female,Europe,Consulting,Software Engineer,32
EMP1404,41,Prefer not to say,Oceania,Finance,Data Scientist,4
EMP1405,24,Prefer not to say,North America,Healthcare,Marketing,13
EMP1406,46,Prefer not to say,Europe,Healthcare,Designer,19
EMP1407,45,Female,South America,Finance,Sales,29
EMP1408,23,Non-binary,South America,Finance,HR,1
EMP1409,55,Non-binary,Asia,Manufacturing,Marketing,8
EMP1410,38,Male,North America,IT,HR,10
EMP1411,34,Non-binary,Africa,IT,Designer,29
EMP1412,24,Female,South America,Education,Sales,29
EMP1413,46,Non-binary,Oceania,Finance,Software Engineer,16
EMP1414,36,Prefer not to say,Europe,Healthcare,Data Scientist,33
EMP1415,30,Male,North America,IT,Marketing,31
EMP1416,34,Male,Oceania,Manufacturing,Marketing,23
EMP1417,40,Female,South America,Education,Marketing,6
EMP1418,37,Male,South America,Consulting,Software Engineer,1
EMP1419,37,Non-binary,Africa,IT,Software Engineer,1
EMP1420,33,Non-binary,Asia,IT,Data Scientist,19
EMP1421,53,Prefer not to say,Oceania,IT,Software Engineer,7
EMP1422,23,Female,Africa,Manufacturing,Data Scientist,5
EMP1423,22,Female,South America,Healthcare,Marketing,24
EMP1424,45,Non-binary,Asia,Manufacturing,Project Manager,6
EMP1425,25,Female,North America,Finance,HR,23
EMP1426,44,Male,Asia,Finance,Project Manager,14
EMP1427,36,Female,Oceania,Consulting,Sales,31
EMP1428,37,Female,Africa,Consulting,Designer,1
EMP1429,45,Male,North America,Healthcare,Project Manager,30
EMP1430,48,Female,North America,Retail,Software Engineer,7
EMP1431,42,Non-binary,Oceania,Finance,Marketing,7
EMP1432,24,Non-binary,South America,Manufacturing,Sales,33
EMP1433,58,Non-binary,South America,Healthcare,Project Manager,29
EMP1434,50,Female,Europe,Finance,Project Manager,35
EMP1435,46,Prefer not to say,North America,Retail,Marketing,12
EMP1436,56,Non-binary,South America,Retail,Marketing,25
EMP1437,27,Male,Oceania,Education,Project Manager,20
EMP1438,38,Female,South America,Retail,Marketing,1
EMP1439,56,Non-binary,Africa,Consulting,Marketing,2
EMP1440,57,Female,Europe,IT,Designer,31
EMP1441,22,Prefer not to say,Asia,Retail,Data Scientist,34
EMP1442,45,Prefer not to say,Oceania,Manufacturing,HR,16
EMP1443,33,Male,North America,Manufacturing,HR,24
EMP1444,37,Non-binary,Europe,Manufacturing,Software Engineer,27
EMP1445,29,Non-binary,North America,IT,Data Scientist,23
EMP1446,51,Female,Africa,Retail,Designer,34
EMP1447,43,Prefer not to say,Asia,Finance,Data Scientist,32
EMP1448,49,Non-binary,Asia,IT,Designer,14
EMP1449,28,Female,South America,Healthcare,Sales,23
EMP1450,28,Female,Europe,IT,Marketing,14
EMP1451,23,Prefer not to say,Africa,Finance,Designer,1
EMP1452,32,Male,South America,IT,Project Manager,22
EMP1453,58,Male,South America,Retail,Sales,27
EMP1454,57,Male,Oceania,Consulting,Marketing,20
EMP1455,27,Female,Africa,Consulting,Designer,17
EMP1456,40,Non-binary,Oceania,Retail,Data Scientist,21
EMP1457,55,Male,Oceania,Finance,Project Manager,11
EMP1458,54,Male,South America,Healthcare,Project Manager,26
EMP1459,54,Non-binary,North America,Retail,Project Manager,14
EMP1460,26,Non-binary,South America,Finance,Project Manager,24
EMP1461,48,Male,Asia,Retail,Project Manager,23
EMP1462,32,Male,Oceania,IT,Software Engineer,6
EMP1463,52,Male,Europe,Consulting,Project Manager,35
EMP1464,57,Prefer not to say,North America,Education,Software Engineer,7
EMP1465,36,Female,Europe,Education,HR,32
EMP1466,54,Prefer not to say,North America,Healthcare,Designer,19
EMP1467,40,Prefer not to say,Africa,IT,Data Scientist,6
EMP1468,49,Non-binary,Asia,Consulting,Data Scientist,29
EMP1469,24,Prefer not to say,Africa,Retail,Software Engineer,31
EMP1470,54,Non-binary,Oceania,Manufacturing,Marketing,8
EMP1471,35,Male,Europe,Consulting,Software Engineer,24
EMP1472,55,Non-binary,South America,Healthcare,Project Manager,11
EMP1473,36,Female,North America,Healthcare,Marketing,31
EMP1474,43,Male,Africa,Healthcare,Software Engineer,29
EMP1475,25,Prefer not to say,South America,Consulting,Sales,24
EMP1476,42,Female,Asia,Retail,HR,5
EMP1477,24,Female,North America,Consulting,HR,17
EMP1478,48,Female,Europe,Retail,Software Engineer,6
EMP1479,47,Male,Europe,Retail,Marketing,21
EMP1480,54,Prefer not to say,Europe,IT,Project Manager,35
EMP1481,43,Non-binary,Asia,Retail,Designer,29
EMP1482,29,Prefer not to say,North America,Manufacturing,Marketing,9
EMP1483,37,Male,Europe,IT,Software Engineer,27
EMP1484,39,Male,South America,Manufacturing,Project Manager,4
EMP1485,46,Female,Asia,Education,Project Manager,17
EMP1486,44,Male,Oceania,Retail,Data Scientist,35
EMP1487,36,Non-binary,Asia,Healthcare,HR,14
EMP1488,28,Non-binary,North America,Finance,Data Scientist,30
EMP1489,23,Female,Europe,IT,Marketing,1
EMP1490,60,Prefer not to say,Oceania,Retail,HR,4
EMP1491,55,Prefer not to say,Asia,IT,Project Manager,35
EMP1492,34,Male,Oceania,Education,HR,12
EMP1493,30,Prefer not to say,Asia,Finance,Software Engineer,17
EMP1494,26,Female,Africa,Education,Designer,17
EMP1495,44,Male,North America,Retail,Data Scientist,10
EMP1496,24,Prefer not to say,Africa,IT,HR,3
EMP1497,59,Male,Asia,Healthcare,Designer,15
EMP1498,60,Male,South America,Consulting,HR,32
EMP1499,32,Female,Africa,Consulting,HR,14
EMP1500,49,Prefer not to say,South America,Consulting,Software Engineer,26
EMP1501,36,Female,Europe,IT,Software Engineer,4
EMP1502,40,Female,Oceania,Manufacturing,Software Engineer,27
EMP1503,49,Non-binary,Europe,Finance,Designer,11
EMP1504,26,Female,Asia,Consulting,Software Engineer,22
EMP1505,49,Prefer not to say,Africa,Finance,Software Engineer,8
EMP1506,60,Prefer not to say,Europe,Manufacturing,Designer,28
EMP1507,42,Male,Asia,IT,HR,10
EMP1508,28,Female,Oceania,Consulting,Designer,35
EMP1509,45,Prefer not to say,South America,Finance,Software Engineer,19
EMP1510,27,Prefer not to say,Oceania,Finance,Software Engineer,17
EMP1511,44,Female,South America,Healthcare,Software Engineer,12
EMP1512,28,Male,Europe,Retail,Marketing,23
EMP1513,43,Male,North America,Retail,Marketing,19
EMP1514,24,Non-binary,North America,Manufacturing,Designer,21
EMP1515,53,Female,Africa,IT,Data Scientist,31
EMP1516,41,Prefer not to say,South America,IT,Data Scientist,4
EMP1517,59,Male,Africa,IT,Data Scientist,8
EMP1518,45,Female,Europe,Healthcare,Data Scientist,20
EMP1519,26,Non-binary,Africa,Finance,HR,2
EMP1520,52,Prefer not to say,Asia,Manufacturing,Software Engineer,17
EMP1521,48,Prefer not to say,Africa,Consulting,Software Engineer,25
EMP1522,22,Prefer not to say,South America,IT,Data Scientist,23
EMP1523,41,Non-binary,Europe,Manufacturing,Marketing,4
EMP1524,50,Non-binary,South America,Retail,Project Manager,9
EMP1525,29,Female,North America,Finance,Data Scientist,16
EMP1526,27,Male,Europe,IT,Software Engineer,29
EMP1527,43,Prefer not to say,Oceania,Consulting,Project Manager,14
EMP1528,51,Non-binary,Europe,Finance,Designer,25
EMP1529,47,Female,Europe,Finance,Project Manager,6
EMP1530,44,Male,Asia,IT,Software Engineer,17
EMP1531,44,Prefer not to say,Africa,Retail,HR,21
EMP1532,43,Female,South America,Retail,HR,5
EMP1533,22,Female,Africa,Consulting,Designer,20
EMP1534,40,Prefer not to say,Africa,Consulting,Marketing,11
EMP1535,34,Non-binary,Europe,IT,Project Manager,10
EMP1536,59,Female,Oceania,Finance,Software Engineer,22
EMP1537,26,Female,Oceania,Consulting,Project Manager,2
EMP1538,40,Male,North America,Manufacturing,Software Engineer,24
EMP1539,47,Female,Europe,Retail,Data Scientist,2
EMP1540,54,Female,Africa,Healthcare,Sales,23
EMP1541,26,Male,Africa,IT,Software Engineer,3
EMP1542,52,Non-binary,Europe,Education,HR,25
EMP1543,38,Male,Asia,Education,Designer,12
EMP1544,34,Non-binary,North America,Consulting,Sales,22
EMP1545,39,Prefer not to say,Oceania,Finance,Project Manager,22
EMP1546,60,Non-binary,North America,Manufacturing,Project Manager,33
EMP1547,24,Female,Oceania,Retail,Sales,6
EMP1548,49,Prefer not to say,Europe,Consulting,Marketing,30
EMP1549,45,Non-binary,South America,Consulting,Designer,1
EMP1550,28,Male,Oceania,Retail,Project Manager,19
EMP1551,34,Female,Africa,IT,Data Scientist,1
EMP1552,27,Non-binary,South America,Manufacturing,Sales,30
EMP1553,35,Female,Europe,Consulting,Sales,35
EMP1554,47,Prefer not to say,Europe,Retail,Software Engineer,4
EMP1555,51,Prefer not to say,Asia,Retail,Data Scientist,6
EMP1556,25,Prefer not to say,Europe,IT,Sales,12
EMP1557,36,Female,Europe,Retail,Data Scientist,2
EMP1558,47,Female,Oceania,Education,Software Engineer,26
EMP1559,60,Male,Asia,IT,Software Engineer,33
EMP1560,25,Female,Oceania,Finance,Data Scientist,13
EMP1561,26,Female,Europe,Retail,Designer,17
EMP1562,55,Male,Africa,Consulting,Marketing,6
EMP1563,31,Non-binary,South America,Manufacturing,Marketing,2
EMP1564,36,Male,Africa,Manufacturing,Data Scientist,1
EMP1565,23,Non-binary,Oceania,Education,HR,33
EMP1566,56,Male,Europe,Education,Data Scientist,8
EMP1567,36,Non-binary,North America,Finance,Marketing,33
EMP1568,33,Female,Europe,Manufacturing,Project Manager,16
EMP1569,50,Prefer not to say,Oceania,Manufacturing,Sales,32
EMP1570,29,Prefer not to say,Asia,Education,Sales,8
EMP1571,55,Non-binary,South America,Finance,HR,8
EMP1572,34,Non-binary,Oceania,Consulting,Designer,33
EMP1573,48,Non-binary,Asia,Finance,Sales,23
EMP1574,51,Female,Oceania,Retail,Data Scientist,24
EMP1575,31,Non-binary,Oceania,Finance,Designer,27
EMP1576,22,Prefer not to say,Europe,Manufacturing,Marketing,8
EMP1577,23,Male,Africa,Finance,Designer,7
EMP1578,55,Prefer not to say,Europe,Consulting,Data Scientist,22
EMP1579,52,Prefer not to say,Asia,IT,Project Manager,16
EMP1580,47,Prefer not to say,South America,Education,Data Scientist,14
EMP1581,46,Male,Asia,Finance,HR,14
EMP1582,28,Non-binary,Europe,Consulting,Sales,23
EMP1583,57,Prefer not to say,Asia,Retail,Software Engineer,17
